"state","top_5","top_5_filtered"
"Alabama","favorite, im, amas, artist, early, female, georgia, hiphop, minaj, nicki, pop, vote, btstwt, duo, group, begins, bts, day, depends, m, today, voters, 2, 2020, amp, black, breaking, can, election, first, folks, let, like, livlaughbts, michigan, numbers, occupydemocrats, record, red, republic, se, votes, walker, world, writearapsis, 1, 100, 131318, 2007julie, 2022, 23, 274556, 3, 400k, abort, abrams, accounts, acip, across, added, address, al, allow, already, amazing, angrystaffer, attorneycbruce, ballot, belford, believes, big, box, brian, briantylercohen, camer, candidate, cast, ch, cocominajz, comfortable, comments, competitive, concerned, confessions, confused, create, cult, cut, cypherluscious, damage, danny, dc, dearmoon246, debating, desire, doomsday, dove, du, elect, elections, endorsed, failure, fan, find, fkn, follow, funnymaine, game, georga, get, gives, go, good, gopchairwoman, guess, gugiekoo, h, hacker, havent, herschel, hit, httpstcocriyvuuwie, httpstcofevylpwcfd, httpstcoj8y1pv8exv, httpstcomtzw6ydacu, httpstcos6qu1c, idea, immunization, implications, iutruthtellers, jeonluvrbot, jimin, jk, jobs, johnfetterman, johnrestonii, kavitapmd, kemp, kind, kkk, know, laws, lighting, lost, love, mail, major, male, medicaid, medicare, mlb, morning, need, news, nmcaviar, nonpolitician, now, obviously, onikaforce, open, pa, part, people, person, photo, please, polls, ppl, prayer, projectlincoln, proposal, protects, rat, ray, registered, replies, reproductive, republicans, restrictive, reverendwarnock, rights, rncresearch, sailing, schedule, season, sebminajj, see, seen, showed, smiles, social, stacey, staceyabrams, star, start, state, styrofoam, succeeed, thats, thefrancescaf, therickydavila, thi, think, tonight, trending, tuberville, tudordixon, turn, turned, understand, underway, us, v, vabvox, vanessajones, vfc, vot, votingbrigade, want, website, week, whacked, will, yeah, yenny1212, yes","favorite, im, amas, artist, early, female, georgia, hiphop, minaj, nicki, pop, vote, btstwt, duo, group, begins, bts, day, m, today, voters, 2, amp, black, breaking, can, election, first, like, numbers, record, red, votes, walker, 1, 2022, attorneycbruce, ballot, cast, elections, get, go, havent, herschel, know, mail, male, need, now, open, people, please, polls, republicans, reverendwarnock, rights, seen, social, state, turned, us, want, will, yes"
"Alaska","ballot, stamps, two, absentee, akelect, alaskans, amas, artist, charge, cr, doe, dont, drop, httpstcoje6or, im, lynnlovegreen, mailin, obscurelynikki, please, put, station, swift, taylor, taylorisfun, taylorswift13, theswiftsociety, use, usps, will, year, youre","ballot, amas, artist, dont, im, please, swift, taylor, will, year, youre"
"Arizona","amas, artist, favorite, m, early, female, georgia, rights, will, blue, hiphop, vote, arizona, im, like, today, amp, breaking, economy, election, first, minaj, måneskin, nicki, privacy, realmarkfinchem, ronfilipkowski, said, 2, alex, ask, az, ballot, ballots, black, committee, day, depends, elections, fck, florida, ge, get, going, good, gop, j6, jones, just, karilake, let’s, look, mailin, make, november, played, polls, pop, record, right, roger, saying, start, state, stone, sure, tells, thanks, video, voter, white, year, 8, across, adrianfontes, alleging, amasvotingtrack, america, avindman, beyond, bgmasters, board, booth, btstwt, can, cases, caught, century, chuckcallesto, complaint, county, critical, days, definitely, derek, doctor’s, dominion, don’t, duo, elect, emergency, engage, erro, ever, filed, gorewon, got, govern, group, hcrichardson, help, house, inflation, katiehobbs, keep, mail, meidastouch, midterm, might, new, now, office, part, people, policy, power, preserve, protect, raises, reconstruction, reminder, report, republic, republicans, reverendwarnock, rock, security, social, solution, starts, stopped, supremacists, swift, taylor, teampelosi, thinking, us, voted, voters, waiting, without, wonder, won’t, 1, 100, 1103k, 1127k, 1767k, 18, 1nickiminaj, 2007julie, 2022, 2104k, 2182k, 2617k, 2iamcardib, 4, 48, 7, 80, 9, 90s, 99, able, abortion, abrahamhamadeh, actual, album, alexgulotta, also, always, ama, amastatistics, americans, angrystaffer, annewheaton, anything, appreciate, ar, aren’t, around, arrests, article, artis, asu, ataglance, attorneycbruce, azcebvus, bad, barac, bcpdiego, bennpetersen, bennyjohnson, blockchain, bluestein, bmeiselas, bohemmianrpsody, border, boxes, bradleywhitford, btschartsdailyx, ca, cainoh, camera, campaign, candidate, candidates, canvass, carolina240814, cas, cast, casting, charge, cherokeeblood10, childbirth, choice, chopsticks, citizenship, civic, clark, clear, coachtraveling, cochise, cochisecodems, coconinodems, com, companies, confirmed, consequential, consistent, convenient, count, country, court, crimes, d, dangerous, data, dcelestespencer, decide, defending, demmings, democracy, democracyvoting, democrats, dems, desantis, dictator, diplomacy, disability, districts, djbarhacuda, dnc, dovecameron, drop, dude, dwpaaz, easy, elaw32, electionwiz, eleventime, else, en, enabling, engagement, enjoy, ensure, ev, eve, even, experience, eyes, fact, family, felon, felt, finish, focus, folks, following, fraud, free, freedoms, ft, g, garrettarcher, gilbert, give, glass, gov, guatawife, guess, guide, h, happened, hard, harry’s, havent, head, heard, hey, hours, hs, httpstc, httpstco1nnrhmjt1t, httpstco2b89d8zzfa, httpstco4zlhmrzrfl, httpstco619qwrubx3, httpstcoaf1z1aopne, httpstcocfcbxobja9, httpstcodo4hwxz9kz, httpstcodydez2cqi3, httpstcoexqxuouzk5, httpstcof7o4y61bzf, httpstcogs6tbiflf0, httpstcohynefmqxzu, httpstcoizjyokj0ae, httpstcojhwwte1arg, httpstcokqk9yi7mf2, httpstcolrsaeyfdvb, httpstcook4wgg6bxl, httpstcopktbjimwfe, httpstcos4chkkop5b, httpstcots7yt691ok, httpstcotwsclacnvo, httpstcowfom15anhv, httpstcowfpq9hxqwj, httpstcows84lic3i4, id, identification, ids, illegal, immigrant, importantly, includes, interesting, ip, issue, issued, jdvance1, jobs, johnfetterman, karilakewarroom, katgal2, kevin, kimberlyyeeaz, kitchen, kristin, latto, laurenboebert, lavernspicer, law, ld14, leaders, leading, left, legislation, legislative, legislature, let, lets, line, little, lived, lives, ll, looks, lot, love, machine, machines, male, marceelias, maricopa, maricopacounty, masse, masterspress, matching, mcazliberty, mccarthy, meet, megan, men, mentioned, metz4congress, michelleobama, midterms, moldy, money, monthlong, mtvema, must, mustwin, nancybarto, nickadamsinusa, nickiminaj, notmikeharlow, nra, numbers, offering, oh, oldies, online, open, opening, otherwise, palmerreport, paper, particular, parties, patriots, pending, pennsylvania, perish, personally, petersen, piper4missouri, planning, plano, popular, porschecutie, post, prageru, problem, proudelephantus, psa, publicly, put, putin, putting, r, rather, rbreich, re, realdailywire, realize, reallyamerican1, receive, recently, recommendations, red, reminders, reply, republican, resident, resolutemom3, retweets, rich, rid, ron, rozschaefer, s, scrotus, secu, see, seen, sen, senator, sending, set, sethabramson, several, shadynickinews, sharp, sharply, shaykay1717, shown, signature, since, smear, snowgioss, soldatodamore, solutions, soon, sooo, sovereignty, squad, staceyabrams, stallion, step, stephenm, stephenricher, steps, stuff, sunny, supreme, swiftpage13, t, table, tabulat, talked, taxes, taylorswift, term, thank, thats, thedemocrats, thee, thelakests, therickydavila, thestylesfandom, thing, think, thisismaneskin, threatening, tinphx, tomorrow, top, tossed, translates, truly, trump, trumpstaxes, try, turned, turning, twice, tx, understand, unit, unlawfully, use, usi, utahpolitician, v, vaccine, val, valid, veterans, villages, voices, volunteering, votes, wait, want, wants, warnockwarrior, wasn’t, wasted, watch, way, welli, whoisgayle, wide, wife, wine, wintherace7, winwithjmc, wisely, wishes, women, womens, wont, worth, writein, yes, zittieangelis","amas, artist, favorite, m, early, female, georgia, rights, will, blue, hiphop, vote, im, like, today, amp, breaking, economy, election, first, minaj, nicki, privacy, ronfilipkowski, said, 2, ballot, black, day, elections, florida, get, gop, just, make, november, polls, pop, record, right, state, sure, thanks, video, voter, white, year, btstwt, can, days, don’t, duo, ever, group, help, house, keep, mail, midterm, new, now, people, republicans, reverendwarnock, security, social, starts, swift, taylor, us, voted, voters, 1, 2022, abortion, album, attorneycbruce, cast, country, democracy, democrats, desantis, havent, latto, lets, male, nickiminaj, numbers, open, re, red, reply, republican, s, seen, trump, turned, votes, want, women, yes"
"Arkansas","early, days, favorite, im, monday, starts, vote, 20, 24, arkansas, begins, blue, can, county, desantis, duo, georgia, group, m, make, november, polls, pop, republican, republicans, save, today, union, 13, 131318, 1st, 2, 21, 41132625m, 7, 8, add, affected, al, almostdita, already, also, amas, amas   , americans, amp, ar, arpx, audit, beginning, beyond, breaking, breath, bridge, brooklyn1825, bts, btsqtsarchive, btstwt, callous, candace, cassiejayc, cast, chair, click, co, codify, completed, counties, critical, day, debate, declined, democracy, democratic, districts, dominion, dont, duty2warn, elections, ending, eve, every, except, executive, expand, extending, family, finish, first, forensic, friday, georga, get, give, gop, gubernatorial, haven’t, hemby, hold, honest, hours, house, httpstco4va03y77yp, httpstcogthcfjnehz, httpstcojcuw0a2kky, httpstcok3orwazico, httpstcoz4tetiq2qh, huffmanfornc, hurricane, imreadytho, indict, infamouslucia, inhale, jonesforar, justinmeeksar, keep, kellda, lareich2, last, leaning, let’s, lisa, lwvarkansas, machine, made, majority, michigan, midterm, midterms, might, mother, next, northeast, notcapnamerica, nov, now, numbers, occupydemocrats, october, one, order, owens, parents, party, pass, patriots, paulbra92034416, pho, pjs4real, planet, plans, proudelephantus, question, r, ran, reagan, reallyamerican1, record, relaxed, reminder, reply, retweet, reverendwarnock, reynadelcamino, rights, roe, ron, rules, s, say, saying, says, seats, senate, set, several, shit, showed, showing, signed, smc429, soon, speaki, staceyabrams, state, stopped, strong, suckafreezone3, sur, sure, taking, theesovereignn, think, tomorrow, trump, turn, unethical, used, voted, voters, votes, walker, white, whole, will, worki, yes, yet","early, days, favorite, im, starts, vote, 20, begins, blue, can, desantis, duo, georgia, group, m, make, november, polls, pop, republican, republicans, today, 2, amas, amas   , amp, breaking, bts, btstwt, cast, day, democracy, dont, elections, every, first, get, gop, house, keep, midterm, now, numbers, one, record, reply, retweet, reverendwarnock, rights, roe, s, state, sure, trump, voted, voters, votes, walker, white, will, yes"
