"created_at","state","code","text","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"08","Florida","FL"," will    gameday visit   university  miami  saturday 🙌🙌🙌gocanes 
coachcristobal 
coachbvgahs… httpstcovocamjci7f",0,1,0,0,0,0,0,0,0,2
"08","Illinois","IL","rt nbauniversity  intern  sold  draymond video  tmz httpstco1wtemdyvrc",0,0,0,0,0,0,0,0,0,0
"08","Florida","FL","sunset timelapse  university  central florida httpstcokqhcgwe0jt",0,2,0,0,0,0,0,0,0,2
"08","Colorado","CO","rt apsphysiology now hiring assistant professor  human physiology  human performance sport  wellness initiative  university …",0,1,0,0,0,0,0,1,0,3
"08","South Carolina","SC","rt muskuniversity   pattern  molecules  can talk think  feel

 elonmusk",0,0,0,0,0,0,0,0,0,1
"08","Maryland","MD","rt 1ksamgreene university  maryland offered hometeam🐢 tbia coachlocks lancethompson coachjustinar httpstcoyza4lkwrcy",0,1,0,0,0,0,0,0,0,1
"08","Illinois","IL","rt philwmagness  cornell universitys policies define plagiarism vs  cornell treats  actual case  plagiarism  committed b…",0,0,1,1,0,1,0,1,2,2
"08","Louisiana","LA","rt townsend51s 🔊y’ see ’s going 👀 dkings🦍  university grill🔥presents ⛓️savage mode🎬  bobby b   mic 🎤 friday o…",1,1,0,1,0,0,0,0,1,1
"08","California","CA","rt alanier20 4⭐️ ‘24 6’5 cg jahseem felton    process  scheduling  unofficial visit   university  cincinnati wes mill…",0,2,0,0,0,0,0,0,1,2
"08","Florida","FL","mepfuller former florida state university bombshell lindsay dutcher",0,1,0,0,0,0,0,0,0,1
"08","Indiana","IN","watch nfei vs university christian  football  1072022  live streamfull live game hd☛☛ httpstcorkbravjvfo",0,3,0,1,1,0,0,0,0,2
"08","New York","NY","rt clarksonuniv clarkson university  received  50000 grant   william g pomeroy foundation®  support students majoring …",0,2,0,0,1,0,0,1,0,4
"08","Michigan","MI","rt guernicawiliams please pray   son  teammates  hampton university family   families  experienced loss  …",1,2,0,2,1,1,1,2,1,3
"08","Wisconsin","WI","rt richkirchenmbj melissa barclay exits wtmj 620  post  marquette university httpstcosef0nc76z9",0,1,0,0,0,0,0,0,0,1
"08","Wisconsin","WI","highlighting  good  b1gfootball sports  rutgersu vs universityofnebraska friday knight lights football… httpstcozew8y60882",0,2,0,0,2,0,1,1,0,3
"08","Missouri","MO"," howard university  april 23 1912 abdu’lbaha predicted 

“differences  black  white will  comp… httpstcoflssamki8u",0,2,0,0,1,1,0,1,1,2
"08","New York","NY","blessed  receive  d1 offer  temple universitytemplefb coacheugene10 coachbellis9 pgreat81 joemento httpstco5pz0kddd9z",0,0,0,0,1,0,0,0,0,2
"08","Virginia","VA","rt pennylikeacoin breaking details surrounding  deadly plane crash  newport news va

 hampton university student  flying  pla…",1,1,1,3,0,2,1,0,2,2
"08","North Dakota","ND","2womens volleyball  won 31 2511 2426 2725 2516  6concordia university neb",0,1,0,0,0,0,0,0,0,1
"08","Pennsylvania","PA","rt spinephilly meet willem laursen  dr laursen   postdoc  nemvec lab  brandeis university   research centers   sensory…",0,1,0,0,0,0,0,0,0,1
"08","Michigan","MI","  great visit today  rochester university   blessed  receive  offer  continue  academic  ath… httpstcobjrhnotnlf",0,2,0,0,1,0,0,2,0,6
"08","Iowa","IA"," makes aeshm awesome

scholarly presentations

chs iowastate iowastateuniversity apparel events… httpstcobi81me0l7w",0,0,0,0,0,0,0,0,0,0
"08","Virginia","VA","rt samuelplata22 ’m extremely blessed  receive  offer   university  georgia coachscott33 coachwmuschamp httpstcoani3…",0,1,0,0,1,0,0,0,0,3
"08","Michigan","MI","rt sarah052794 university life  school friends relationships  sarah052794  wattpad httpstco8yb102xlt4 httpstcotf1dbs…",0,1,0,0,0,0,0,1,0,1
"08","South Carolina","SC","rt resistersis20 texas state university  rocking  beto   energy manifests  votes   will   bluewave  texas nove…",0,1,0,0,0,0,0,0,0,1
"08","Pennsylvania","PA","potus  attended college   road  … mount st mary’s collegeuniversity httpstcophb07il7db",0,0,0,0,0,0,0,0,0,0
"08","California","CA","rt mmahdian  alma mater sharifuniversity  technology   siege   reports  students  beaten arrested  sho…",0,0,0,0,0,0,0,0,0,1
"08","Virginia","VA","yale university yale unfairly fires asian american  speaking  truth  demand  reinstatement  sign … httpstcolmayhvkvgh",1,1,0,0,0,0,0,1,1,2
"08","Washington","WA","rt reesedist27  blessed  spend  morning  troy university speaking   awesome group  wonderful things   community…",0,1,0,0,2,0,1,1,0,4
"08","California","CA","rt twinkuniversity college dude needed  release httpstcojyetno4ck5",0,0,0,0,0,0,0,0,0,0
"08","Arizona","AZ","rt brookeduley5 university  toledo killed  shoutout  ryan  newest chapter chair  getting students excited  involved…",0,2,0,0,1,0,1,1,0,2
"08","California","CA","rt wdmtrpod shout   guy felixreyesjr  bethune–cookman university hbcuweek go wildcats",1,1,0,0,0,0,1,0,0,1
"08","Alabama","AL"," university  alabama 

undergraduate application free week october  1721

click   link  redeem  co… httpstcofevuokwofb",0,1,0,0,0,0,0,0,0,1
"08","Colorado","CO","rt cakitchener university  idaho employees  warned friday     charged   felony  talking  abortion beca…",0,2,1,2,0,1,1,0,2,1
"08","New York","NY","rt hankknight joncoopertweets warriorwomandr   went  trump university",0,1,0,0,0,0,1,0,0,1
"08","Idaho","ID","rt nativetoday painting  tipi early 1900s photo  richard throssel source  university  wyoming american heritage center http…",0,1,0,0,0,0,0,2,0,2
"08","Virginia","VA","rt keymaripittman blessed  receive  second offer  ottawa university fam coachhennes ottawabravesfb coachaburke jcjetsfoot…",0,1,0,0,1,0,0,0,0,3
"08","Texas","TX","bonsbnation though  never attended  university  chose texas   team ’m  expert   things ut tec… httpstcoaax5taxnaq",0,1,0,0,0,0,0,2,0,2
"08","Tennessee","TN","rt adiazphd ut southwestern’s medical school utswgradschool amp school  health profession participating  prairie view aampm university…",0,2,0,1,0,0,0,2,0,3
"08","Pennsylvania","PA","rt bosnerdley columbia university  pay 165m  patients  pervert gynecologist httpstcofvrsk5dqd1 via mailonline",1,2,1,0,1,0,0,1,1,2
"08","Florida","FL","briankjones8 gator32608 natemonroetu  taught   university  texas  high school  bigger  ",0,1,0,0,0,0,0,2,0,1
"08","Indiana","IN","check   listing  just added   poshmark closet purdue university sweatshirt httpstcoybmncrwy5y shopmycloset poshmarkapp",0,1,0,0,0,0,0,0,0,1
"08","Texas","TX","rt houstonchron  university  texas  austin  run    narcan supply twice since spring   began providing  opioid…",0,2,0,0,1,0,0,1,0,3
"08","Georgia","GA","sunrise timelapse  university  north georgia cumming httpstcohvyizqpuwn",0,1,0,0,0,0,0,0,0,1
"08","Florida","FL","global marketing  bus 620 managerial marketing  ashford university httpstcohtdcdq8gui",0,1,0,0,0,0,0,0,0,1
"08","Rhode Island","RI"," hiring click  apply grants  financial coordinatorspecialist  httpstco4ndprnpl4k brownuniversity education",0,0,0,0,0,0,0,0,0,0
"08","North Carolina","NC","rt shayan86  yazd one  irans  conservative major cities male students   university tear   banner demanding mandatory h…",0,1,0,0,0,0,0,0,1,2
"08","Kansas","KS"," game day ❤️🏐
friends v oklahoma wesleyan university
🏟️ bartlesville ok
⏰ 200 pm
🔗📺 httpstcoacuedfpkas… httpstcondukuxzupi",0,1,0,0,0,0,0,0,0,1
"08","North Carolina","NC"," glory  god blessed  receive  first offer  methodist university methodistfb coachcccoleman… httpstcof1prlfsncr",0,3,0,1,3,0,0,2,0,5
"08","North Carolina","NC","lifestyle forecasts  wake forest university httpstcoaruqgmx2o3 httpstcoulzugumycw",0,1,0,0,0,0,0,0,0,1
"08","New York","NY","rt toddzywicki hey university presidents  trusteeshow many cardiac deaths  acceptable  collateral damage   analysis found…",1,1,1,0,1,1,0,2,1,3
"08","Georgia","GA","just posted  photo  jacksonville state university httpstcou5irsgd60u",0,1,0,0,0,0,0,0,0,1
"08","North Carolina","NC","wchs jrotc panther battalion supports fayettville state university homecoming 2022 httpstcowpkcatqy77 httpstcoumfcnrsikc",1,1,0,0,0,0,0,0,0,1
"08","Iowa","IA","rt cornellramsfb 🚨game day🚨

🗓️ saturday oct 8
📍  banta bowl appleton wi
⏰ 100 pm ct
🆚 lawrence university 

watch live https…",0,2,0,1,0,0,0,0,0,1
"08","Georgia","GA","click  httpstcob1jipuhu6t  go   survey help us choose  new look   universitys favorite c… httpstcog5maqdwvdi",0,0,0,0,1,0,0,1,0,1
"08","Florida","FL","rt cjones63 university  florida ’m ‼️",0,1,0,0,0,0,0,0,0,1
